,index,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
2024,20101109,20101109,-12650,5,-50,-0.39,64,-14,14,0,0,0,0,0,0,0,0,0,0,0
2025,20101108,20101108,-12700,5,-700,-5.22,158,-431,396,0,0,0,0,0,0,0,0,0,0,35
2026,20101105,20101105,-13400,5,-450,-3.25,45,-21,-99,0,0,0,0,0,0,0,0,0,0,120
2027,20101104,20101104,13850,3,0,0.0,31,-108,108,0,0,0,0,0,0,0,0,0,0,0
2028,20101103,20101103,-13850,5,-50,-0.36,11,-154,54,0,0,0,0,0,0,0,0,0,0,100
2029,20101102,20101102,13900,2,50,0.36,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,20101101,20101101,-13850,5,-50,-0.36,22,-232,-157,0,0,0,0,0,0,0,0,0,0,389
2031,20101029,20101029,-13900,5,-50,-0.36,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,20101028,20101028,13950,2,200,1.45,5,1,-1,0,0,0,0,0,0,0,0,0,0,0
2033,20101027,20101027,-13750,5,-250,-1.79,25,-4,4,0,0,0,0,0,0,0,0,0,0,0
2034,20101026,20101026,-14000,5,-200,-1.41,102,-108,108,0,0,0,0,0,0,0,0,0,0,0
2035,20101025,20101025,-14200,5,-300,-2.07,15,-38,46,0,0,0,0,0,0,0,0,0,-8,0
2036,20101022,20101022,14500,2,250,1.75,105,1156,-156,0,0,0,0,0,0,0,0,0,-1300,300
2037,20101021,20101021,14250,2,100,0.71,93,65,-65,0,0,0,0,0,0,0,0,0,0,0
2038,20101020,20101020,-14150,5,-300,-2.08,101,-13,13,0,0,0,0,0,0,0,0,0,0,0
2039,20101019,20101019,14450,2,150,1.05,37,-86,86,0,0,0,0,0,0,0,0,0,0,0
2040,20101018,20101018,14300,2,350,2.51,82,768,30,0,0,0,0,0,0,0,0,-798,0,0
2041,20101015,20101015,13950,2,150,1.09,109,6,-6,0,0,0,0,0,0,0,0,0,0,0
2042,20101014,20101014,-13800,5,-200,-1.43,168,-21,-29,0,0,0,0,0,0,0,0,0,0,50
2043,20101013,20101013,-14000,5,-150,-1.06,105,45,-45,0,0,0,0,0,0,0,0,0,0,0
2044,20101012,20101012,-14150,5,-200,-1.39,216,-155,35,0,0,0,0,0,0,0,0,0,0,120
2045,20101011,20101011,14350,3,0,0.0,126,-55,-43,0,0,0,0,0,0,0,0,0,0,98
2046,20101008,20101008,14350,2,550,3.99,112,12,-12,0,0,0,0,0,0,0,0,0,0,0
2047,20101007,20101007,13800,2,650,4.94,363,-79,79,0,0,0,0,0,0,0,0,0,0,0
2048,20101006,20101006,13150,2,550,4.37,90,77,-77,0,0,0,0,0,0,0,0,0,0,0
2049,20101005,20101005,12600,2,400,3.28,351,-98,98,0,0,0,0,0,0,0,0,0,0,0
2050,20101004,20101004,12200,2,400,3.39,71,79,-79,0,0,0,0,0,0,0,0,0,0,0
2051,20101001,20101001,11800,3,0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,20100930,20100930,-11800,5,-200,-1.67,52,-145,145,0,0,0,0,0,0,0,0,0,0,0
2053,20100929,20100929,12000,2,150,1.27,93,96,-96,0,0,0,0,0,0,0,0,0,0,0
2054,20100928,20100928,11850,2,400,3.49,128,-20,20,0,0,0,0,0,0,0,0,0,0,0
2055,20100927,20100927,-11450,5,-150,-1.29,80,118,-118,0,0,0,0,0,0,0,0,0,0,0
2056,20100924,20100924,11600,2,100,0.87,131,-42,42,0,0,0,0,0,0,0,0,0,0,0
2057,20100920,20100920,11500,2,950,9.0,215,-178,178,0,0,0,0,0,0,0,0,0,0,0
2058,20100917,20100917,10550,2,150,1.44,60,100,-100,0,0,0,0,0,0,0,0,0,0,0
2059,20100916,20100916,10400,2,150,1.46,83,94,-94,0,0,0,0,0,0,0,0,0,0,0
2060,20100915,20100915,10250,2,400,4.06,63,4,-4,0,0,0,0,0,0,0,0,0,0,0
2061,20100914,20100914,-9850,5,-200,-1.99,72,-149,-1,0,0,0,0,0,0,0,0,0,0,150
2062,20100913,20100913,10050,2,50,0.5,36,-64,120,0,0,0,0,0,0,0,0,0,0,-56
2063,20100910,20100910,-10000,5,-200,-1.96,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,20100909,20100909,10200,2,290,2.93,61,4,-4,0,0,0,0,0,0,0,0,0,0,0
2065,20100908,20100908,-9910,5,-190,-1.88,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,20100907,20100907,-10100,5,-100,-0.98,50,-20,20,0,0,0,0,0,0,0,0,0,0,0
2067,20100906,20100906,10200,3,0,0.0,71,134,-134,0,0,0,0,0,0,0,0,0,0,0
2068,20100903,20100903,10200,2,310,3.13,99,48,-48,0,0,0,0,0,0,0,0,0,0,0
2069,20100902,20100902,-9890,5,-80,-0.8,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,20100901,20100901,9970,2,80,0.81,129,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,20100831,20100831,9890,2,70,0.71,80,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,20100830,20100830,-9820,5,-20,-0.2,186,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,20100827,20100827,9840,2,600,6.49,366,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,20100826,20100826,9240,2,130,1.43,147,-9,0,0,0,0,0,0,0,0,0,0,0,9
2075,20100825,20100825,-9110,5,-80,-0.87,231,257,0,0,0,0,0,0,0,0,0,0,0,-257
2076,20100824,20100824,9190,2,170,1.88,250,4672,-4970,0,0,0,0,0,0,0,0,0,0,298
2077,20100823,20100823,-9020,5,-150,-1.64,1277,-6,0,0,0,0,0,0,0,0,0,0,0,6
2078,20100820,20100820,9170,1,1190,14.91,451,3250,-3000,0,0,0,0,0,0,0,0,0,0,-250
2079,20100819,20100819,-7980,5,-120,-1.48,47,-322,0,0,0,0,0,0,0,0,0,0,0,322
2080,20100818,20100818,8100,3,0,0.0,54,616,0,0,0,0,0,0,0,0,0,0,-616,0
2081,20100817,20100817,8100,2,20,0.25,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,20100816,20100816,8080,2,20,0.25,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,20100813,20100813,8060,2,30,0.37,16,328,0,0,0,0,0,0,0,0,0,0,-200,-128
2084,20100812,20100812,8030,2,20,0.25,21,1385,-1016,0,0,0,0,0,0,0,0,0,-369,0
2085,20100811,20100811,-8010,5,-20,-0.25,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,20100810,20100810,8030,2,50,0.63,10,-30,0,0,0,0,0,0,0,0,0,0,-170,200
2087,20100809,20100809,-7980,5,-140,-1.72,17,733,0,0,0,0,0,0,0,0,0,0,-733,0
2088,20100806,20100806,-8120,5,-20,-0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,20100805,20100805,8140,2,70,0.87,4,210,0,0,0,0,0,0,0,0,0,0,-210,0
2090,20100804,20100804,-8070,5,-30,-0.37,11,-222,22,0,0,0,0,0,0,0,0,0,0,200
2091,20100803,20100803,8100,2,150,1.89,39,-223,223,0,0,0,0,0,0,0,0,0,0,0
2092,20100802,20100802,-7950,5,-170,-2.09,9,26,-26,0,0,0,0,0,0,0,0,0,0,0
2093,20100730,20100730,8120,2,20,0.25,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,20100729,20100729,8100,2,50,0.62,23,218,-218,0,0,0,0,0,0,0,0,0,0,0
2095,20100728,20100728,8050,2,60,0.75,818,-95298,0,0,0,0,0,0,0,0,0,0,95298,0
2096,20100727,20100727,-7990,5,-30,-0.37,337,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,20100726,20100726,-8020,5,-200,-2.43,132,10162,96,0,0,0,0,0,0,0,0,0,-10258,0
2098,20100723,20100723,8220,2,260,3.27,67,111,-111,0,0,0,0,0,0,0,0,0,0,0
2099,20100722,20100722,7960,2,80,1.02,56,11,-11,0,0,0,0,0,0,0,0,0,0,0
2100,20100721,20100721,-7880,5,-50,-0.63,18,-50,50,0,0,0,0,0,0,0,0,0,0,0
2101,20100720,20100720,7930,2,200,2.59,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,20100719,20100719,7730,2,40,0.52,49,3009,-9,0,0,0,0,0,0,0,0,0,-3000,0
2103,20100716,20100716,-7690,5,-200,-2.53,33,-23,23,0,0,0,0,0,0,0,0,0,0,0
2104,20100715,20100715,-7890,5,-150,-1.87,117,6913,87,0,0,0,0,0,0,0,0,0,-7000,0
2105,20100714,20100714,-8040,5,-50,-0.62,4,-61,96,0,0,0,0,0,0,0,0,0,-35,0
2106,20100713,20100713,-8090,5,-10,-0.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,20100712,20100712,8100,3,0,0.0,23,208,-208,0,0,0,0,0,0,0,0,0,0,0
2108,20100709,20100709,8100,3,0,0.0,36,21,-21,0,0,0,0,0,0,0,0,0,0,0
2109,20100708,20100708,-8100,5,-20,-0.25,73,7119,-2050,0,0,0,0,0,0,0,0,0,-5069,0
2110,20100707,20100707,8120,2,20,0.25,93,1066,-2,0,0,0,0,0,0,0,0,0,-1064,0
2111,20100706,20100706,8100,2,40,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,20100705,20100705,-8060,5,-90,-1.1,97,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,20100702,20100702,8150,3,0,0.0,57,896,304,0,0,0,0,0,0,0,0,0,-1200,0
2114,20100701,20100701,8150,2,150,1.88,89,3200,0,0,0,0,0,0,0,0,0,0,-3200,0
2115,20100630,20100630,8000,2,280,3.63,75,4750,0,0,0,0,0,0,0,0,0,0,-4750,0
2116,20100629,20100629,-7720,5,-180,-2.28,21,527,-527,0,0,0,0,0,0,0,0,0,0,0
2117,20100628,20100628,7900,2,110,1.41,78,3407,0,0,0,0,0,0,0,0,0,0,-3407,0
2118,20100625,20100625,7790,2,140,1.83,71,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,20100624,20100624,7650,2,50,0.66,71,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,20100623,20100623,-7600,5,-200,-2.56,78,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,20100622,20100622,7800,2,10,0.13,73,3000,0,0,0,0,0,0,0,0,0,0,-3000,0
2122,20100621,20100621,-7790,5,-10,-0.13,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,20100618,20100618,7800,2,310,4.14,66,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,20100617,20100617,-7490,5,-50,-0.66,21,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,20100616,20100616,7540,3,0,0.0,58,3696,0,0,0,0,0,0,0,0,0,0,-3696,0
2126,20100615,20100615,7540,2,140,1.89,65,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,20100614,20100614,-7400,5,-110,-1.46,73,2500,0,0,0,0,0,0,0,0,0,0,-2500,0
2128,20100611,20100611,-7510,5,-70,-0.92,43,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,20100610,20100610,7580,2,140,1.88,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,20100609,20100609,-7440,5,-150,-1.98,34,2821,-2000,0,0,0,0,0,0,0,0,0,-821,0
2131,20100608,20100608,7590,2,360,4.98,84,4000,0,0,0,0,0,0,0,0,0,0,-4000,0
2132,20100607,20100607,7230,2,30,0.42,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,20100604,20100604,7200,3,0,0.0,33,1169,-1169,0,0,0,0,0,0,0,0,0,0,0
2134,20100603,20100603,-7200,5,-50,-0.69,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,20100601,20100601,7250,2,160,2.26,44,1320,-320,0,0,0,0,0,0,0,0,0,-1000,0
2136,20100531,20100531,7090,2,10,0.14,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,20100528,20100528,7080,2,80,1.14,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,20100527,20100527,7000,2,200,2.94,46,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,20100526,20100526,6800,3,0,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,20100525,20100525,-6800,5,-240,-3.41,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,20100524,20100524,-7040,5,-140,-1.95,43,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,20100520,20100520,-7180,5,-40,-0.55,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,20100519,20100519,7220,2,110,1.55,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,20100518,20100518,7110,2,80,1.14,57,-50,0,0,0,0,0,0,0,0,0,0,0,50
2145,20100517,20100517,-7030,5,-210,-2.9,35,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,20100514,20100514,-7240,5,-40,-0.55,18,-70,0,0,0,0,0,0,0,0,0,0,0,70
2147,20100513,20100513,7280,3,0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,20100512,20100512,-7280,5,-130,-1.75,19,-32,0,0,0,0,0,0,0,0,0,0,0,32
2149,20100511,20100511,7410,2,190,2.63,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,20100510,20100510,7220,3,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,20100507,20100507,-7220,5,-250,-3.35,72,213,0,0,0,0,0,0,0,0,0,0,-213,0
2152,20100506,20100506,7470,2,70,0.95,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,20100504,20100504,7400,2,70,0.95,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,20100503,20100503,-7330,5,-170,-2.27,33,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,20100430,20100430,-7500,5,-90,-1.19,127,2534,0,0,0,0,0,0,0,0,0,0,-2534,0
2156,20100429,20100429,-7590,5,-20,-0.26,79,1000,0,0,0,0,0,0,0,0,0,0,-1000,0
2157,20100428,20100428,-7610,5,-80,-1.04,39,1529,0,0,0,0,0,0,0,0,0,0,-1529,0
2158,20100427,20100427,7690,2,50,0.65,90,7400,0,0,0,0,0,0,0,0,0,0,-7400,0
2159,20100426,20100426,7640,2,170,2.28,100,1601,0,0,0,0,0,0,0,0,0,0,-1601,0
2160,20100423,20100423,7470,2,100,1.36,42,2,0,-2,0,0,0,0,0,-2,0,0,0,0
2161,20100422,20100422,-7370,5,-130,-1.73,33,-694,769,0,0,0,0,0,0,0,0,0,-75,0
2162,20100421,20100421,-7500,5,-40,-0.53,74,-1000,1000,0,0,0,0,0,0,0,0,0,0,0
2163,20100420,20100420,7540,2,210,2.86,58,2199,0,0,0,0,0,0,0,0,0,0,-2199,0
2164,20100419,20100419,7330,2,30,0.41,63,3500,2000,0,0,0,0,0,0,0,0,0,-5500,0
2165,20100416,20100416,-7300,5,-60,-0.82,46,500,0,0,0,0,0,0,0,0,0,0,-500,0
2166,20100415,20100415,7360,3,0,0.0,27,-939,939,0,0,0,0,0,0,0,0,0,0,0
2167,20100414,20100414,7360,2,60,0.82,65,1,0,0,0,0,0,0,0,0,0,0,-1,0
2168,20100413,20100413,7300,2,150,2.1,35,-1000,1000,0,0,0,0,0,0,0,0,0,0,0
2169,20100412,20100412,-7150,5,-210,-2.85,60,-3000,3000,0,0,0,0,0,0,0,0,0,0,0
2170,20100409,20100409,-7360,5,-90,-1.21,135,8279,1721,0,0,0,0,0,0,0,0,0,-10000,0
2171,20100408,20100408,7450,2,30,0.4,8,-500,500,0,0,0,0,0,0,0,0,0,0,0
2172,20100407,20100407,-7420,5,-70,-0.93,27,-1000,1000,0,0,0,0,0,0,0,0,0,0,0
2173,20100406,20100406,-7490,5,-10,-0.13,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,20100405,20100405,7500,3,0,0.0,61,-460,460,0,0,0,0,0,0,0,0,0,0,0
2175,20100402,20100402,7500,2,240,3.31,30,-4,4,0,0,0,0,0,0,0,0,0,0,0
2176,20100401,20100401,7260,2,150,2.11,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,20100331,20100331,7110,2,30,0.42,8,-250,250,0,0,0,0,0,0,0,0,0,0,0
2178,20100330,20100330,7080,2,90,1.29,16,-191,191,0,0,0,0,0,0,0,0,0,0,0
2179,20100329,20100329,6990,2,10,0.14,23,-500,500,0,0,0,0,0,0,0,0,0,0,0
2180,20100326,20100326,6980,2,80,1.16,85,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,20100325,20100325,6900,2,200,2.99,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,20100324,20100324,-6700,5,-150,-2.19,106,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,20100323,20100323,-6850,5,-320,-4.46,127,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,20100322,20100322,-7170,5,-80,-1.1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,20100319,20100319,7250,2,10,0.14,51,-3215,0,0,0,0,0,0,0,0,0,0,3215,0
2186,20100318,20100318,7240,2,30,0.42,48,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,20100317,20100317,-7210,5,-10,-0.14,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,20100316,20100316,-7220,5,-80,-1.1,161,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,20100315,20100315,-7300,5,-170,-2.28,34,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,20100312,20100312,-7470,5,-30,-0.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,20100311,20100311,7500,2,10,0.13,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,20100310,20100310,-7490,5,-10,-0.13,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,20100309,20100309,7500,2,70,0.94,37,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,20100308,20100308,-7430,5,-40,-0.54,36,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,20100305,20100305,7470,2,20,0.27,130,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,20100304,20100304,7450,3,0,0.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,20100303,20100303,-7450,5,-150,-1.97,43,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,20100302,20100302,7600,2,170,2.29,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,20100226,20100226,-7430,5,-70,-0.93,34,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,20100225,20100225,-7500,5,-410,-5.18,245,-16,0,0,0,0,0,0,0,0,0,0,0,16
2201,20100224,20100224,-7910,5,-180,-2.22,33,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,20100223,20100223,-8090,5,-110,-1.34,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,20100222,20100222,-8200,5,-20,-0.24,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,20100219,20100219,-8220,5,-20,-0.24,15,1,0,0,0,0,0,0,0,0,0,0,-1,0
2205,20100218,20100218,8240,2,20,0.24,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,20100217,20100217,8220,2,60,0.74,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,20100216,20100216,-8160,5,-180,-2.16,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,20100212,20100212,8340,2,270,3.35,87,620,0,0,0,0,0,0,0,0,0,0,-620,0
2209,20100211,20100211,8070,2,10,0.12,55,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,20100210,20100210,8060,2,170,2.15,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,20100209,20100209,-7890,5,-10,-0.13,60,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,20100208,20100208,-7900,5,-90,-1.13,52,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,20100205,20100205,-7990,5,-210,-2.56,36,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,20100204,20100204,-8200,5,-10,-0.12,59,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,20100203,20100203,8210,2,120,1.48,31,390,0,0,0,0,0,0,0,0,0,0,-390,0
2216,20100202,20100202,8090,2,60,0.75,102,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,20100201,20100201,-8030,5,-70,-0.86,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,20100129,20100129,8100,2,50,0.62,26,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,20100128,20100128,-8050,5,-70,-0.86,68,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,20100127,20100127,-8120,5,-50,-0.61,41,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,20100126,20100126,-8170,5,-190,-2.27,81,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,20100125,20100125,-8360,5,-30,-0.36,75,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,20100122,20100122,8390,2,160,1.94,94,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,20100121,20100121,8230,2,10,0.12,39,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,20100120,20100120,-8220,5,-20,-0.24,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,20100119,20100119,-8240,5,-50,-0.6,34,108,-108,0,0,0,0,0,0,0,0,0,0,0
2227,20100118,20100118,-8290,5,-90,-1.07,12,12,-12,0,0,0,0,0,0,0,0,0,0,0
2228,20100115,20100115,8380,3,0,0.0,25,-120,120,0,0,0,0,0,0,0,0,0,0,0
2229,20100114,20100114,8380,2,160,1.95,95,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,20100113,20100113,-8220,5,-60,-0.72,39,152,-152,0,0,0,0,0,0,0,0,0,0,0
2231,20100112,20100112,-8280,5,-20,-0.24,16,-12,12,0,0,0,0,0,0,0,0,0,0,0
2232,20100111,20100111,-8300,5,-270,-3.15,63,-125,125,0,0,0,0,0,0,0,0,0,0,0
2233,20100108,20100108,8570,2,10,0.12,37,3,-3,0,0,0,0,0,0,0,0,0,0,0
2234,20100107,20100107,-8560,5,-200,-2.28,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,20100106,20100106,-8760,5,-30,-0.34,63,-18,18,0,0,0,0,0,0,0,0,0,0,0
2236,20100105,20100105,-8790,5,-130,-1.46,66,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,20100104,20100104,-8920,5,-180,-1.98,112,267,-267,0,0,0,0,0,0,0,0,0,0,0
2238,20091230,20091230,9100,2,490,5.69,180,-167,267,0,0,0,0,0,0,0,0,0,0,-100
2239,20091229,20091229,8610,2,60,0.7,44,-100,0,0,0,0,0,0,0,0,0,0,0,100
2240,20091228,20091228,-8950,5,-220,-2.4,240,995,0,0,0,0,0,0,0,0,0,0,-995,0
2241,20091224,20091224,9170,2,170,1.89,135,-1065,0,0,0,0,0,0,0,0,0,0,1065,0
2242,20091223,20091223,9000,2,260,2.97,391,-717,0,0,0,0,0,0,0,0,0,0,717,0
2243,20091222,20091222,-8740,5,-40,-0.46,160,1000,0,0,0,0,0,0,0,0,0,0,-1000,0
2244,20091221,20091221,8780,2,290,3.42,212,1060,0,0,0,0,0,0,0,0,0,0,-1000,-60
2245,20091218,20091218,8490,2,260,3.16,135,-989,589,0,0,0,0,0,0,0,0,0,400,0
2246,20091217,20091217,-8230,5,-110,-1.32,100,-1000,1000,0,0,0,0,0,0,0,0,0,0,0
2247,20091216,20091216,-8340,5,-130,-1.53,136,107,0,0,0,0,0,0,0,0,0,0,-107,0
2248,20091215,20091215,8470,2,300,3.67,256,-1000,0,0,0,0,0,0,0,0,0,0,1000,0
2249,20091214,20091214,8170,2,70,0.86,74,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,20091211,20091211,-8100,5,-80,-0.98,21,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,20091210,20091210,8180,2,130,1.61,72,-100,0,0,0,0,0,0,0,0,0,0,100,0
2252,20091209,20091209,8050,2,20,0.25,26,-650,0,0,0,0,0,0,0,0,0,0,650,0
2253,20091208,20091208,8030,2,30,0.38,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,20091207,20091207,-8000,5,-150,-1.84,194,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,20091204,20091204,8150,2,150,1.88,55,-390,0,0,0,0,0,0,0,0,0,0,390,0
2256,20091203,20091203,8000,2,30,0.38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,20091202,20091202,-7970,5,-120,-1.48,205,-800,0,0,0,0,0,0,0,0,0,0,800,0
2258,20091201,20091201,-8090,5,-10,-0.12,122,-1000,0,0,0,0,0,0,0,0,0,0,1000,0
2259,20091130,20091130,8100,2,100,1.25,108,-1000,0,0,0,0,0,0,0,0,0,0,1000,0
2260,20091127,20091127,-8000,5,-80,-0.99,77,-1000,0,0,0,0,0,0,0,0,0,0,1000,0
2261,20091126,20091126,8080,3,0,0.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,20091125,20091125,8080,2,180,2.28,153,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,20091124,20091124,-7900,5,-100,-1.25,35,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,20091123,20091123,-8000,5,-50,-0.62,83,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,20091120,20091120,8050,2,10,0.12,126,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,20091119,20091119,-8040,5,-30,-0.37,54,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,20091118,20091118,8070,2,70,0.88,78,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,20091117,20091117,-8000,5,-150,-1.84,57,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,20091116,20091116,-8150,5,-140,-1.69,86,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,20091113,20091113,-8290,5,-280,-3.27,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,20091112,20091112,-8570,5,-10,-0.12,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,20091111,20091111,8580,2,80,0.94,43,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,20091110,20091110,8500,2,120,1.43,273,1500,0,0,0,0,0,0,0,0,0,0,-1500,0
2274,20091109,20091109,-8380,5,-50,-0.59,124,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,20091106,20091106,8430,2,460,5.77,161,400,0,0,0,0,0,0,0,0,0,0,-400,0
2276,20091105,20091105,7970,3,0,0.0,125,-47,0,0,0,0,0,0,0,0,0,0,0,47
2277,20091104,20091104,7970,2,30,0.38,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,20091103,20091103,7940,2,50,0.63,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,20091102,20091102,-7890,5,-10,-0.13,99,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,20091030,20091030,7900,2,140,1.8,55,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,20091029,20091029,-7760,5,-360,-4.43,137,198,-11,0,0,0,0,0,0,0,0,0,-200,13
2282,20091028,20091028,-8120,5,-40,-0.49,62,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,20091027,20091027,8160,2,40,0.49,56,21,-20,0,0,0,0,0,0,0,0,0,-1,0
2284,20091026,20091026,8120,2,130,1.63,65,-30,30,0,0,0,0,0,0,0,0,0,0,0
2285,20091023,20091023,7990,2,60,0.76,47,300,-300,0,0,0,0,0,0,0,0,0,0,0
2286,20091022,20091022,-7930,5,-70,-0.88,41,-278,278,0,0,0,0,0,0,0,0,0,0,0
2287,20091021,20091021,-8000,5,-50,-0.62,60,4295,-1,0,0,0,0,0,0,0,0,0,-4294,0
2288,20091020,20091020,8050,2,320,4.14,48,1255,-98,0,0,0,0,0,0,0,0,0,-1157,0
